1	0
2	0
3	0
4	1
5	0
6	1
7	0
8	1
9	0
10	0
11	0
12	1
13	2
14	2
15	3
16	5
17	8
18	13
19	21
20	33
21	53
22	86
23	140
24	225
25	366
26	594
27	963
28	1551
29	2500
30	4090
31	6560
32	10691
33	17207
34	27839
35	45684
36	73327
37	117917
38	190674
39	321632
40	499930
41	808024
42	1308558
43	2126267
44	3424102
